geo_name,region,area_land
Morgan County,3,987113548
Muhlenberg County,3,1209728681
Nelson County,3,1081351761
Nicholas County,3,505489592
Ohio County,3,1521032417
Oldham County,3,484893493
Owen County,3,909351754
Owsley County,3,511282528
Pendleton County,3,717833417
Perry County,3,879740535
Pike County,3,2037887589
Powell County,3,463554647
Pulaski County,3,1705268187
Robertson County,3,258767993
Rockcastle County,3,819847035
Rowan County,3,724666477
Russell County,3,656969251
Scott County,3,729770453
Shelby County,3,983253588
Simpson County,3,606585453
Spencer County,3,483492140
Taylor County,3,689784222
Todd County,3,969940558
Trigg County,3,1143307323
Trimble County,3,392766226
Union County,3,887974290
Warren County,3,1402737981
Washington County,3,769916143
Wayne County,3,1186655607
Webster County,3,859728365
Whitley County,3,1133973877
Wolfe County,3,575419453
Woodford County,3,488948318
Acadia Parish,3,1696750566
Allen Parish,3,1973174715
Ascension Parish,3,751046853
Assumption Parish,3,877120860
Avoyelles Parish,3,2155994488
Beauregard Parish,3,2997501973
Bienville Parish,3,2101174885
Bossier Parish,3,2175737961
Caddo Parish,3,2275405029
Calcasieu Parish,3,2754864273
Caldwell Parish,3,1371203807
Cameron Parish,3,3327842145
Catahoula Parish,3,1833789263
Claiborne Parish,3,1955125902
Concordia Parish,3,1805014057
De Soto Parish,3,2267739158
East Baton Rouge Parish,3,1179412087
East Carroll Parish,3,1089619046
East Feliciana Parish,3,1174325549
Evangeline Parish,3,1715550341
Franklin Parish,3,1617667724
Grant Parish,3,1665428895
Iberia Parish,3,1486940445
Iberville Parish,3,1602236448
Jackson Parish,3,1474178126
Jefferson Parish,3,765682649
Jefferson Davis Parish,3,1686931782
Lafayette Parish,3,695980407
Lafourche Parish,3,2766662214
La Salle Parish,3,1617923154
Lincoln Parish,3,1221806070
Livingston Parish,3,1678749073
Madison Parish,3,1617283455
Morehouse Parish,3,2058870285
Natchitoches Parish,3,3243311940
Orleans Parish,3,438803381
Ouachita Parish,3,1580944616
Plaquemines Parish,3,2019961046
Pointe Coupee Parish,3,1443519892
Rapides Parish,3,3413506392
Red River Parish,3,1007738674
Richland Parish,3,1447914686
Sabine Parish,3,2244636736
St. Bernard Parish,3,977764266
St. Charles Parish,3,722820579
St. Helena Parish,3,1057758275
St. James Parish,3,625577772
St. John the Baptist Parish,3,551851752
St. Landry Parish,3,2392836670
St. Martin Parish,3,1910498478
St. Mary Parish,3,1438424557
St. Tammany Parish,3,2189966775
Tangipahoa Parish,3,2049391733
Tensas Parish,3,1561204557
Terrebonne Parish,3,3190385866
Union Parish,3,2271389460
Vermilion Parish,3,3038572441
Vernon Parish,3,3439271369
Washington Parish,3,1734061145
Webster Parish,3,1535939758
West Baton Rouge Parish,3,498298900
West Carroll Parish,3,931478647
West Feliciana Parish,3,1044318335
Winn Parish,3,2460712069
Androscoggin County,1,1211926439
Aroostook County,1,17278664655
Cumberland County,1,2163263369
Franklin County,1,4394196449
Hancock County,1,4110034060
Kennebec County,1,2246876912
Knox County,1,945691411
Lincoln County,1,1180563700
Oxford County,1,5378990983
Penobscot County,1,8799125852
Piscataquis County,1,10258570727
Sagadahoc County,1,657066836
Somerset County,1,10164156961
Waldo County,1,1890479704
Washington County,1,6637257545
York County,1,2565935077
Allegany County,3,1098563627
Anne Arundel County,3,1074590684
Baltimore County,3,1549594703
Calvert County,3,552061078
Caroline County,3,827292416
Carroll County,3,1159264845
Cecil County,3,896842957
Charles County,3,1185563933
Dorchester County,3,1400575316
Frederick County,3,1709964627
Garrett County,3,1675989023
Harford County,3,1132055422
Howard County,3,649416399
Kent County,3,717505271
Montgomery County,3,1272343169
Prince George's County,3,1250163582
Queen Anne's County,3,963235987
St. Mary's County,3,925092041
Somerset County,3,828079452
Talbot County,3,695511159
Washington County,3,1185644157
Wicomico County,3,969804281
Worcester County,3,1212841011
Baltimore city,3,209643241
Barnstable County,1,1019738402
Berkshire County,1,2400465435
Bristol County,1,1432510950
Dukes County,1,267403794
Essex County,1,1275732137
Franklin County,1,1811228845
Hampden County,1,1598385896
Hampshire County,1,1365585170
Middlesex County,1,2118135038
Nantucket County,1,116471398
Norfolk County,1,1025908386
Plymouth County,1,1706996627
Suffolk County,1,150618894
Worcester County,1,3912876833
Alcona County,2,1747168145
Alger County,2,2370019042
Allegan County,2,2137337922
Alpena County,2,1481110566
Antrim County,2,1232064018
Arenac County,2,940660726
Baraga County,2,2326474801
Barry County,2,1432500402
Bay County,2,1145557748
Benzie County,2,828028289
Berrien County,2,1470457874
Branch County,2,1311488743
Calhoun County,2,1829135298
Cass County,2,1269253670
Charlevoix County,2,1078313350
Cheboygan County,2,1852525483
Chippewa County,2,4036289692
Clare County,2,1461569881
Clinton County,2,1466991079
Crawford County,2,1440758147
Delta County,2,3033124287
Dickinson County,2,1972018016
Eaton County,2,1489695507
Emmet County,2,1210803605
Genesee County,2,1649763682
Gladwin County,2,1299601369
Gogebic County,2,2853775286
Grand Traverse County,2,1202611911
Gratiot County,2,1472313856
Hillsdale County,2,1549158422
Houghton County,2,2613554735
Huron County,2,2164469622
Ingham County,2,1440343968
Ionia County,2,1479671240
Iosco County,2,1422153154
Iron County,2,3020312287
Isabella County,2,1483225590
Jackson County,2,1817306121
Kalamazoo County,2,1454688724
Kalkaska County,2,1450043265
Kent County,2,2193584722
Keweenaw County,2,1398883200
Lake County,2,1469481397
Lapeer County,2,1665397257
Leelanau County,2,899168573
Lenawee County,2,1941337767
Livingston County,2,1464001028
Luce County,2,2328602234
Mackinac County,2,2645851022
Macomb County,2,1241183094
Manistee County,2,1404159906
Marquette County,2,4683737366
Mason County,2,1282232870
Mecosta County,2,1437626850
Menominee County,2,2704152851
Midland County,2,1337087878
Missaukee County,2,1462634072
Monroe County,2,1422924260
Montcalm County,2,1826976057
Montmorency County,2,1415851499
Muskegon County,2,1293040828
Newaygo County,2,2106188282
Oakland County,2,2247237402
Oceana County,2,1326257820
Ogemaw County,2,1459425916
Ontonagon County,2,3396056253
Osceola County,2,1466946699
Oscoda County,2,1465236876
Otsego County,2,1333769920
Ottawa County,2,1459373665
Presque Isle County,2,1706074274
Roscommon County,2,1345849993
Saginaw County,2,2072284641
St. Clair County,2,1867822812
St. Joseph County,2,1296524618
Sanilac County,2,2493035045
Schoolcraft County,2,3033804451
Shiawassee County,2,1374422924
Tuscola County,2,2080088206
Van Buren County,2,1573351092
Washtenaw County,2,1828442046
Wayne County,2,1585280173
Wexford County,2,1463347858
Aitkin County,2,4718084060
Anoka County,2,1095590050
Becker County,2,3406359731
Beltrami County,2,6487764440
Benton County,2,1057494279
Big Stone County,2,1292461863
Blue Earth County,2,1936906099
Brown County,2,1582716009
Carlton County,2,2230967465
Carver County,2,917697893
Cass County,2,5235770376
Chippewa County,2,1505097828
Chisago County,2,1074486739
Clay County,2,2707485607
Clearwater County,2,2587242195
Cook County,2,3761380730
Cottonwood County,2,1653992908
Crow Wing County,2,2587642841
Dakota County,2,1456007312
Dodge County,2,1137719781
Douglas County,2,1650598293
Faribault County,2,1845304181
Fillmore County,2,2230756787
Freeborn County,2,1831346129
Goodhue County,2,1960200576
Grant County,2,1419728446
Hennepin County,2,1433793826
Houston County,2,1429824576
Hubbard County,2,2397485927
Isanti County,2,1128701342
Itasca County,2,6909367239
Jackson County,2,1820713972
Kanabec County,2,1350902712
Kandiyohi County,2,2063662339
Kittson County,2,2845889450
Koochiching County,2,8039503592
Lac qui Parle County,2,1981394636
Lake County,2,5463040779
Lake of the Woods County,2,3361466280
Le Sueur County,2,1162284309
Lincoln County,2,1390192941
Lyon County,2,1850698900
McLeod County,2,1272903896
Mahnomen County,2,1444896195
Marshall County,2,4597404993
Martin County,2,1844971122
Meeker County,2,1575174983
Mille Lacs County,2,1482276069
Morrison County,2,2913897170
Mower County,2,1842332613
Murray County,2,1825169529
Nicollet County,2,1161593168
Nobles County,2,1852116504
Norman County,2,2260512228
Olmsted County,2,1692165422
Otter Tail County,2,5107632889
Pennington County,2,1596909321
Pine County,2,3655220961
Pipestone County,2,1204486122
Polk County,2,5105199042
Pope County,2,1734549440
Ramsey County,2,394228284
Red Lake County,2,1119929367
Redwood County,2,2275491832
Renville County,2,2545715384
Rice County,2,1283814887
Rock County,2,1249552632
Roseau County,2,4329428887
St. Louis County,2,16180692391
Scott County,2,923268376
Sherburne County,2,1121251072
Sibley County,2,1524931233
Stearns County,2,3478697697
Steele County,2,1112775578
Stevens County,2,1459726518
Swift County,2,1921985452
Todd County,2,2447491054
Traverse County,2,1486399478
Wabasha County,2,1354518312
Wadena County,2,1388928925
Waseca County,2,1096487773
Washington County,2,995285532
Watonwan County,2,1126508610
Wilkin County,2,1944970552
Winona County,2,1621864753
Wright County,2,1713164762
Yellow Medicine County,2,1966062753
Adams County,3,1197628202
Alcorn County,3,1036092671
Amite County,3,1890950982
Attala County,3,1903594473
Benton County,3,1053131367
Bolivar County,3,2270314566
Calhoun County,3,1519218090
Carroll County,3,1627140835
Chickasaw County,3,1299602163
Choctaw County,3,1083074478
Claiborne County,3,1262375165
Clarke County,3,1791117740
Clay County,3,1062093753
Coahoma County,3,1430818231
Copiah County,3,2013052970
Covington County,3,1071716796
DeSoto County,3,1233210616
Forrest County,3,1207748039
Franklin County,3,1460181336
George County,3,1239849234
Greene County,3,1846027833
Grenada County,3,1093251406
Hancock County,3,1227002554
Harrison County,3,1486637454
Hinds County,3,2252618859
Holmes County,3,1959840949
Humphreys County,3,1083886754
Issaquena County,3,1069781903
Itawamba County,3,1379911657
Jackson County,3,1871923538
Jasper County,3,1751461017
Jefferson County,3,1346620575
Jefferson Davis County,3,1057862259
Jones County,3,1799510829
Kemper County,3,1984403181
Lafayette County,3,1636116444
Lamar County,3,1287367637
Lauderdale County,3,1822402881
Lawrence County,3,1115424285
Leake County,3,1509963962
Lee County,3,1165367603
Leflore County,3,1534668183
Lincoln County,3,1518030804
Lowndes County,3,1309262931
Madison County,3,1850562626
Marion County,3,1404766851
Marshall County,3,1829030244
Monroe County,3,1981584651
Montgomery County,3,1054074954
Neshoba County,3,1476657637
Newton County,3,1497282694
Noxubee County,3,1800400143
Oktibbeha County,3,1186733896
Panola County,3,1774515519
Pearl River County,3,2100125644
Perry County,3,1676373773
Pike County,3,1059342907
Pontotoc County,3,1289009028
Prentiss County,3,1074793690
Quitman County,3,1048977108
Rankin County,3,2008496804
Scott County,3,1577781371
Sharkey County,3,1118149626
Simpson County,3,1525925833
Smith County,3,1647885256
Stone County,3,1153800111
Sunflower County,3,1807175516
Tallahatchie County,3,1671287200
Tate County,3,1048320034
Tippah County,3,1185734808
Tishomingo County,3,1098813904
Tunica County,3,1177584065
Union County,3,1076394333
Walthall County,3,1046210318
Warren County,3,1524210117
Washington County,3,1877071141
Wayne County,3,2099832593
Webster County,3,1090230505
Wilkinson County,3,1756287189
Winston County,3,1572757155
Yalobusha County,3,1209858331
Yazoo County,3,2390421148
Adair County,2,1469361117
Andrew County,2,1120694861
Atchison County,2,1417505255
Audrain County,2,1792879633
Barry County,2,2015660483
Barton County,2,1533067694
Bates County,2,2167014473
Benton County,2,1823507941
Bollinger County,2,1600368466
Boone County,2,1775212930
Buchanan County,2,1056784404
Butler County,2,1799185123
Caldwell County,2,1104352197
Callaway County,2,2161538606
Camden County,2,1698831838
Cape Girardeau County,2,1498398199
Carroll County,2,1799061284
Carter County,2,1314058615
Cass County,2,1804797172
Cedar County,2,1228906021
Chariton County,2,1945550588
Christian County,2,1457243827
Clark County,2,1307146971
Clay County,2,1028998027
Clinton County,2,1085089929
Cole County,2,1019808362
Cooper County,2,1462735802
Crawford County,2,1923109129
Dade County,2,1269124871
Dallas County,2,1400586526
Daviess County,2,1458784509
DeKalb County,2,1091307336
Dent County,2,1949717319
Douglas County,2,2107296301
Dunklin County,2,1401361859
Franklin County,2,2389732948
Gasconade County,2,1341103601
Gentry County,2,1272776760
Greene County,2,1749030414
Grundy County,2,1127360747
Harrison County,2,1871276203
Henry County,2,1805085008
Hickory County,2,1033641536
Holt County,2,1198369596
Howard County,2,1201362829
Howell County,2,2401562178
Iron County,2,1425165244
Jackson County,2,1565549922
Jasper County,2,1653674930
Jefferson County,2,1700660922
Johnson County,2,2147829735
Knox County,2,1305381639
Laclede County,2,1980608825
Lafayette County,2,1627634631
Lawrence County,2,1584390538
Lewis County,2,1308052730
Lincoln County,2,1622772175
Linn County,2,1594303225
Livingston County,2,1378726390
McDonald County,2,1397247203
Macon County,2,2075167141
Madison County,2,1280463424
Maries County,2,1364869338
Marion County,2,1131627516
Mercer County,2,1175427598
Miller County,2,1534813196
Mississippi County,2,1065995440
Moniteau County,2,1074910753
Monroe County,2,1677414025
Montgomery County,2,1388874432
Morgan County,2,1547855851
New Madrid County,2,1747828331
Newton County,2,1618133227
Nodaway County,2,2271326393
Oregon County,2,2045561195
Osage County,2,1565248144
Ozark County,2,1929467474
Pemiscot County,2,1275682068
Perry County,2,1228570257
Pettis County,2,1766947035
Phelps County,2,1739911952
Pike County,2,1736425445
Platte County,2,1088286859
Polk County,2,1645996569
Pulaski County,2,1416979227
Putnam County,2,1339845120
Ralls County,2,1216726347
Randolph County,2,1250145642
Ray County,2,1473198814
Reynolds County,2,2093947170
Ripley County,2,1630492528
St. Charles County,2,1451520382
St. Clair County,2,1735247885
Ste. Genevieve County,2,1292799524
St. Francois County,2,1170380864
St. Louis County,2,1315195242
Saline County,2,1956746210
Schuyler County,2,795911533
Scotland County,2,1130971492
Scott County,2,1087768829
Shannon County,2,2599881132
Shelby County,2,1297230497
Stoddard County,2,2132134868
Stone County,2,1201840755
Sullivan County,2,1678263572
Taney County,2,1638002904
Texas County,2,3049104495
Vernon County,2,2140360166
Warren County,2,1110071693
Washington County,2,1968164689
Wayne County,2,1966257806
Webster County,2,1534729111
Worth County,2,690523510
Wright County,2,1765779860
St. Louis city,2,160343174
Beaverhead County,4,14352738393
Big Horn County,4,12938187715
Blaine County,4,10949294445
Broadwater County,4,3088667752
Carbon County,4,5306336324
Carter County,4,8652506323
Cascade County,4,6988196577
Chouteau County,4,10288696814
Custer County,4,9798863306
Daniels County,4,3693594413
Dawson County,4,6143100615
Deer Lodge County,4,1907605107
Fallon County,4,4197780621
Fergus County,4,11240038932
Flathead County,4,13176979222
Gallatin County,4,6740934490
Garfield County,4,12109116880
Glacier County,4,7759441299
Golden Valley County,4,3044122460
Granite County,4,4473983997
Hill County,4,7508258549
Jefferson County,4,4289687010
Judith Basin County,4,4842813779
Lake County,4,3859469950
Lewis and Clark County,4,8958322731
Liberty County,4,3703800609
Lincoln County,4,9357408916
McCone County,4,6845784269
Madison County,4,9291541248
Meagher County,4,6195025766
Mineral County,4,3158326912
Missoula County,4,6716936093
Musselshell County,4,4838499504
Park County,4,7259898824
Petroleum County,4,4286096708
Phillips County,4,13312629334
Pondera County,4,4203194623
Powder River County,4,8539962788
Powell County,4,6025327864
Prairie County,4,4498127620
Ravalli County,4,6192198176
Richland County,4,5397905671
Roosevelt County,4,6098886500
Rosebud County,4,12976880880
Sanders County,4,7149723773
Sheridan County,4,4343616730
Silver Bow County,4,1860847940
Stillwater County,4,4649935552
Sweet Grass County,4,4804957748
Teton County,4,5885423184
Toole County,4,4961503682
Treasure County,4,2531448178
Valley County,4,12757810954
Wheatland County,4,3686057039
Wibaux County,4,2303184548
Yellowstone County,4,6820199333
Adams County,2,1458868867
Antelope County,2,2220183930
Arthur County,2,1852759801
Banner County,2,1932426927
Blaine County,2,1841156202
Boone County,2,1778165884
Box Butte County,2,2784995043
Boyd County,2,1398437421
Brown County,2,3163238171
Buffalo County,2,2507398525
Burt County,2,1273189665
Butler County,2,1514900899
Cass County,2,1443778631
Cedar County,2,1917398625
Chase County,2,2316533574
Cherry County,2,15437421571
Cheyenne County,2,3098368319
Clay County,2,1482222817
Colfax County,2,1066193904
Cuming County,2,1477895767
Custer County,2,6670570294
Dakota County,2,684416224
Dawes County,2,3616823898
Dawson County,2,2623905741
Deuel County,2,1139208954
Dixon County,2,1233434205
Dodge County,2,1369341649
Douglas County,2,850693384
Dundy County,2,2381954077
Fillmore County,2,1490202759
Franklin County,2,1491356076
Frontier County,2,2524180489
Furnas County,2,1862542551
Gage County,2,2205352156
Garden County,2,4414071674
Garfield County,2,1475749482
Gosper County,2,1186616260
Grant County,2,2010409972
Greeley County,2,1475804031
Hall County,2,1414881257
Hamilton County,2,1406047715
Harlan County,2,1433470225
Hayes County,2,1846821508
Hitchcock County,2,1838742700
Holt County,2,6248083787
Hooker County,2,1867695559
Howard County,2,1474576349
Jefferson County,2,1476771431
Johnson County,2,973968264
Kearney County,2,1337065724
Keith County,2,2749531266
Keya Paha County,2,2002246688
Kimball County,2,2465269246
Knox County,2,2870614119
Lancaster County,2,2169240553
Lincoln County,2,6640905294
Logan County,2,1478003028
Loup County,2,1471864091
McPherson County,2,2224737034
Madison County,2,1483396470
Merrick County,2,1255835783
Morrill County,2,3687723807
Nance County,2,1143824006
Nemaha County,2,1055115270
Nuckolls County,2,1489645213
Otoe County,2,1594475793
Pawnee County,2,1116478095
Perkins County,2,2287828141
Phelps County,2,1398048596
Pierce County,2,1484707293
Platte County,2,1745805649
Polk County,2,1135308002
Red Willow County,2,1856983744
Richardson County,2,1429258779
Rock County,2,2611532223
Saline County,2,1486698620
Sarpy County,2,618982000
Saunders County,2,1943096642
Scotts Bluff County,2,1915039277
Seward County,2,1479990428
Sheridan County,2,6321803579
Sherman County,2,1465488702
Sioux County,2,5352832471
Stanton County,2,1108381561
Thayer County,2,1486153333
Thomas County,2,1847272741
Thurston County,2,1019377309
Valley County,2,1471237329
Washington County,2,1009986004
Wayne County,2,1147143891
Webster County,2,1489018081
Wheeler County,2,1489715284
York County,2,1482793088
Churchill County,4,12769826211
Clark County,4,20438710673
Douglas County,4,1838164305
Elko County,4,44469662857
Esmeralda County,4,9277017113
Eureka County,4,10814970882
Humboldt County,4,24969444419
Lander County,4,14219305794
Lincoln County,4,27539866410
Lyon County,4,5183049296
Mineral County,4,9719820866
Nye County,4,47090965923
Pershing County,4,15634626982
Storey County,4,680960552
Washoe County,4,16323051686
White Pine County,4,22987820587
Carson City,4,374672985
Belknap County,1,1036596332
Carroll County,1,2411436914
Cheshire County,1,1830241632
Coos County,1,4648212655
Grafton County,1,4425640635
Hillsborough County,1,2269188527
Merrimack County,1,2419349805
Rockingham County,1,1799316831
Strafford County,1,955640569
Sullivan County,1,1391635377
Atlantic County,1,1439267859
Bergen County,1,603490137
Burlington County,1,2068303255
Camden County,1,573067842
Cape May County,1,651187425
Cumberland County,1,1252784157
Essex County,1,326888224
Gloucester County,1,833989655
Hudson County,1,119634159
Hunterdon County,1,1108046234
Mercer County,1,581601212
Middlesex County,1,800083087
Monmouth County,1,1214167244
Morris County,1,1191852367
Ocean County,1,1628534966
Passaic County,1,478093122
Salem County,1,859613601
Somerset County,1,781692692
Sussex County,1,1344239274
Union County,1,266393116
Warren County,1,924412063
Bernalillo County,4,3006530549
Catron County,4,17932273698
Chaves County,4,15708988921
Cibola County,4,11757199036
Colfax County,4,9733329419
Curry County,4,3638407189
De Baca County,4,6015566556
Doña Ana County,4,9861408558
Eddy County,4,10815079253
Grant County,4,10260561575
Guadalupe County,4,7848912419
Harding County,4,5504869120
Hidalgo County,4,8901429611
Lea County,4,11372460346
Lincoln County,4,12512467751
Los Alamos County,4,282740301
Luna County,4,7679802477
McKinley County,4,14114940579
Mora County,4,5001977314
Otero County,4,17128132348
Quay County,4,7444529760
Rio Arriba County,4,15179497392
Roosevelt County,4,6338816708
Sandoval County,4,9610539961
San Juan County,4,14278776370
San Miguel County,4,12213918594
Santa Fe County,4,4945359181
Sierra County,4,10823447042
Socorro County,4,17214817782
Taos County,4,5706029510
Torrance County,4,8663108604
Union County,4,9903449966
Valencia County,4,2761380350
Albany County,1,1354056384
Allegany County,1,2665894548
Bronx County,1,109028908
Broome County,1,1827925580
Cattaraugus County,1,3388612085
Cayuga County,1,1791189978
Chautauqua County,1,2745973829
Chemung County,1,1055035677
Chenango County,1,2314279661
Clinton County,1,2688025469
Columbia County,1,1643879273
Cortland County,1,1291782573
Delaware County,1,3735902531
Dutchess County,1,2060671707
Erie County,1,2700563452
Essex County,1,4647029522
Franklin County,1,4219398044
Fulton County,1,1283258864
Genesee County,1,1276697637
Greene County,1,1676140222
Hamilton County,1,4447975965
Herkimer County,1,3655689412
Jefferson County,1,3285632368
Kings County,1,183412016
Lewis County,1,3301404174
Livingston County,1,1636257346
Madison County,1,1696033233
Monroe County,1,1702154292
Montgomery County,1,1043875858
Nassau County,1,737411094
New York County,1,59126033
Niagara County,1,1352903595
Oneida County,1,3140175831
Onondaga County,1,2016019983
Ontario County,1,1668121832
Orange County,1,2102256780
Orleans County,1,1013357365
Oswego County,1,2464761256
Otsego County,1,2594391877
Putnam County,1,596504166
Queens County,1,281096933
Rensselaer County,1,1689789426
Richmond County,1,151178512
Rockland County,1,449492975
St. Lawrence County,1,6942144728
Saratoga County,1,2097849013
Schenectady County,1,529693619
Schoharie County,1,1610503950
Schuyler County,1,850379456
Seneca County,1,838393327
Steuben County,1,3601531651
Suffolk County,1,2362201496
Sullivan County,1,2507450206
Tioga County,1,1343172320
Tompkins County,1,1229334487
Ulster County,1,2911755518
Warren County,1,2245395916
Washington County,1,2152756071
Wayne County,1,1563902765
Westchester County,1,1114982482
Wyoming County,1,1535205959
Yates County,1,875785717
Alamance County,3,1098007863
Alexander County,3,673381461
Alleghany County,3,608801116
Anson County,3,1376453053
Ashe County,3,1103683753
Avery County,3,639951854
Beaufort County,3,2142417945
Bertie County,3,1811100404
Bladen County,3,2264498846
Brunswick County,3,2193650178
Buncombe County,3,1700772614
Burke County,3,1313381247
Cabarrus County,3,936925455
Caldwell County,3,1221349765
Camden County,3,623038021
Carteret County,3,1311185243
Caswell County,3,1100542142
Catawba County,3,1032683744
Chatham County,3,1766851529
Cherokee County,3,1179547136
Chowan County,3,446702391
Clay County,3,556201310
Cleveland County,3,1202408392
Columbus County,3,2427578082
Craven County,3,1836191667
Cumberland County,3,1689487711
Currituck County,3,678194049
Dare County,3,993052150
Davidson County,3,1431421129
Davie County,3,684029311
Duplin County,3,2113998631
Durham County,3,740672748
Edgecombe County,3,1308814792
Forsyth County,3,1057097245
Franklin County,3,1273451203
Gaston County,3,922106205
Gates County,3,881747682
Graham County,3,756481641
Granville County,3,1376758990
Greene County,3,688749236
Guilford County,3,1672364534
Halifax County,3,1875375057
Harnett County,3,1541008895
Haywood County,3,1434055217
Henderson County,3,966241824
Hertford County,3,914421664
Hoke County,3,1012022108
Hyde County,3,1586884785
Iredell County,3,1486221270
Jackson County,3,1271048658
Johnston County,3,2049455206
Jones County,3,1219128858
Lee County,3,660341698
Lenoir County,3,1037527054
Lincoln County,3,771655597
McDowell County,3,1141169175
Macon County,3,1335290241
Madison County,3,1164379747
Martin County,3,1194547357
Mecklenburg County,3,1356745512
Mitchell County,3,573487628
Montgomery County,3,1273651813
Moore County,3,1807404472
Nash County,3,1399646368
New Hanover County,3,496071702
Northampton County,3,1389757849
Onslow County,3,1975496912
Orange County,3,1030705790
Pamlico County,3,871627408
Pasquotank County,3,587616860
Pender County,3,2252758539
Perquimans County,3,639957337
Person County,3,1016108548
Pitt County,3,1688606138
Polk County,3,615871126
Randolph County,3,2026710821
Richmond County,3,1227191624
Robeson County,3,2458470383
Rockingham County,3,1464770304
Rowan County,3,1324451332
Rutherford County,3,1461144059
Sampson County,3,2446865522
Scotland County,3,825803818
Stanly County,3,1023267267
Stokes County,3,1162535003
Surry County,3,1378304182
Swain County,3,1367504099
Transylvania County,3,980383414
Tyrrell County,3,1007595142
Union County,3,1635630037
Vance County,3,656606884
Wake County,3,2163206258
Warren County,3,1109696231
Washington County,3,901664508
Watauga County,3,809515805
Wayne County,3,1432488557
Wilkes County,3,1953571382
Wilson County,3,953567109
Yadkin County,3,867203563
Yancey County,3,809623022
Adams County,2,2557922251
Barnes County,2,3863106624
Benson County,2,3596736786
Billings County,2,2975515808
Bottineau County,2,4321189959
Bowman County,2,3009066810
Burke County,2,2858226820
Burleigh County,2,4228552194
Cass County,2,4571166077
Cavalier County,2,3855846875
Dickey County,2,2930494938
Divide County,2,3265421252
Dunn County,2,5201886375
Eddy County,2,1632134239
Emmons County,2,3912008054
Foster County,2,1645814578
Golden Valley County,2,2592024347
Grand Forks County,2,3720196548
Grant County,2,4297150375
Griggs County,2,1835821650
Hettinger County,2,2932439374
Kidder County,2,3499563866
LaMoure County,2,2967978523
Logan County,2,2571385626
McHenry County,2,4853519308
McIntosh County,2,2524546555
McKenzie County,2,7149203878
McLean County,2,5467142997
Mercer County,2,2701246664
Morton County,2,4989016959
Mountrail County,2,4727500245
Nelson County,2,2542784509
Oliver County,2,1871293986
Pembina County,2,2897404213
Pierce County,2,2638162604
Ramsey County,2,3073936800
Ransom County,2,2233494202
Renville County,2,2271556786
Richland County,2,3718650537
Rolette County,2,2338963694
Sargent County,2,2223539399
Sheridan County,2,2518450003
Sioux County,2,2833691263
Slope County,2,3146633069
Stark County,2,3456948249
Steele County,2,1844629354
Stutsman County,2,5754239519
Towner County,2,2653599962
Traill County,2,2232438235
Walsh County,2,3320186385
Ward County,2,5214369294
Wells County,2,3291995693
Williams County,2,5380444836
Adams County,2,1512208946
Allen County,2,1042458893
Ashland County,2,1095434931
Ashtabula County,2,1817993244
Athens County,2,1304313482
Auglaize County,2,1039585234
Belmont County,2,1378206525
Brown County,2,1269135535
Butler County,2,1209668470
Carroll County,2,1022032078
Champaign County,2,1110247425
Clark County,2,1029450254
Clermont County,2,1170933540
Clinton County,2,1058487805
Columbiana County,2,1377597314
Coshocton County,2,1460529028
Crawford County,2,1040620962
Cuyahoga County,2,1184118946
Darke County,2,1549072326
Defiance County,2,1065675702
Delaware County,2,1147617685
Erie County,2,651531963
Fairfield County,2,1306418559
Fayette County,2,1052458662
Franklin County,2,1378361040
Fulton County,2,1050091407
Gallia County,2,1208307512
Geauga County,2,1036420180
Greene County,2,1071554325
Guernsey County,2,1352631007
Hamilton County,2,1051302780
Hancock County,2,1376210257
Hardin County,2,1218342731
Harrison County,2,1042052713
Henry County,2,1077461447
Highland County,2,1432479939
Hocking County,2,1091222019
Holmes County,2,1094355785
Huron County,2,1272965600
Jackson County,2,1088582018
Jefferson County,2,1057566189
Knox County,2,1361024108
Lake County,2,589203623
Lawrence County,2,1174224238
Licking County,2,1767667183
Logan County,2,1187326601
Lorain County,2,1271946706
Lucas County,2,882810658
Madison County,2,1206610780
Mahoning County,2,1066098928
Marion County,2,1045726869
Medina County,2,1091310901
Meigs County,2,1113949889
Mercer County,2,1197736887
Miami County,2,1053037884
Monroe County,2,1180312425
Montgomery County,2,1195417263
Morgan County,2,1078531138
Morrow County,2,1051738690
Muskingum County,2,1721250930
Noble County,2,1030846973
Ottawa County,2,660231276
Paulding County,2,1078568733
Perry County,2,1056641254
Pickaway County,2,1298414026
Pike County,2,1140324043
Portage County,2,1262311075
Preble County,2,1098465120
Putnam County,2,1249725444
Richland County,2,1282739691
Ross County,2,1784988075
Sandusky County,2,1057888420
Scioto County,2,1580445008
Seneca County,2,1427127830
Shelby County,2,1055874043
Stark County,2,1489943930
Summit County,2,1069012672
Trumbull County,2,1601380581
Tuscarawas County,2,1470169796
Union County,2,1118175978
Van Wert County,2,1059715168
Vinton County,2,1068008560
Warren County,2,1039398003
Washington County,2,1636799113
Wayne County,2,1437258280
Williams County,2,1090295507
Wood County,2,1598552653
Wyandot County,2,1053775281
Adair County,3,1485298113
Alfalfa County,3,2244106958
Atoka County,3,2526578130
Beaver County,3,4699978363
Beckham County,3,2335665049
Blaine County,3,2404607766
Bryan County,3,2342567959
Caddo County,3,3310753325
Canadian County,3,2322250237
Carter County,3,2129424630
Cherokee County,3,1940956597
Choctaw County,3,1995214679
